id,title,artist,genre,mood,energy,tempo_bpm,valence,danceability,acousticness
7737,Faded Trouble,Broken Chorus,blues,moody,0.33,101,0.47,0.55,0.78
7738,Sweet Reasoning,Floating Circuit,reggae,joyful,0.46,80,0.93,0.75,0.62
7739,Light Home,Neon Roots,indie pop,happy,0.5,109,0.8,0.86,0.25
7740,Moonlit Groove,Glowing Shade,jazz,relaxed,0.46,92,0.53,0.73,0.88
7741,Borough Cipher,Paper Creek,hip-hop,confident,0.86,113,0.46,0.8,0.13
7742,Light Song,Deep Movement,indie pop,romantic,0.85,98,0.69,0.7,0.55
7743,Suspended Bloom,Sinking Creek,ambient,relaxed,0.07,52,0.48,0.33,0.92
7744,Delicate Sky,Broken Rhythm,dream pop,moody,0.61,92,0.57,0.58,0.51
7745,Breezy Melody,Falling Lantern,jazz,romantic,0.49,119,0.47,0.57,0.65
7746,Cool Solo,Cool Echo,jazz,nostalgic,0.54,119,0.87,0.48,0.75
7747,Iron War,Sinking Forest,metal,angry,0.96,149,0.39,0.7,0.09
7748,Smokey Coda,Nova Shade,jazz,confident,0.48,86,0.65,0.67,0.66
7749,Hushed Swing,Lunar Beat,jazz,moody,0.49,81,0.76,0.58,0.86
7750,Vivid Space,Changing Syndicate,indie pop,happy,0.53,126,0.8,0.61,0.47
7751,Cyber Frequency,Free Tower,synthwave,nostalgic,0.66,112,0.65,0.8,0.08
7752,Wild Road,Amber Stone,rock,moody,0.95,160,0.67,0.74,0.12
7753,Fierce Wall,Falling Syndicate,rock,intense,0.9,162,0.54,0.58,0.13
7754,Deep Rambling,True Frost,blues,moody,0.38,63,0.23,0.55,0.83
7755,Stone Mountain,Azure Garden,rock,intense,0.94,143,0.34,0.69,0.14
7756,Lonesome Trouble,Sinking Snow,blues,moody,0.49,82,0.27,0.37,0.76
7757,Smoky Vinyl,Static Keys,lofi,focused,0.3,62,0.57,0.55,0.7
7758,Overdrive Night,Zenith Storm,edm,intense,0.87,125,0.79,0.94,0.08
7759,Warm Days,Still Pond,country,romantic,0.38,104,0.74,0.62,0.79
7760,Burning Destruction,Open Frequency,metal,confident,0.9,147,0.18,0.55,0.03
7761,Bright Countdown,Bound Shadow,pop,nostalgic,0.91,115,0.83,0.95,0.18
7762,Natural Guidance,Sinking Beacon,reggae,happy,0.64,67,0.74,0.86,0.56
7763,Wild Tower,Deep Signal,rock,angry,0.89,140,0.28,0.52,0.13
7764,Atomic Drive,Zenith Shore,edm,intense,0.98,145,0.93,0.98,0.07
7765,Happy Pulse,Gentle Melody,pop,joyful,0.66,117,0.88,0.68,0.34
7766,Genuine Voice,Free Rain,soul,romantic,0.63,92,0.54,0.74,0.77
7767,Young Sound,Azure Chorus,indie pop,happy,0.61,115,0.57,0.7,0.52
7768,Faint Specter,Dusk Harmony,dream pop,romantic,0.33,117,0.47,0.7,0.67
7769,Cyber Oscillator,Bare Frequency,synthwave,moody,0.78,131,0.57,0.77,0.15
7770,Transistor Matrix,Floating Archive,synthwave,nostalgic,0.82,129,0.57,0.77,0.23
7771,Chasing Signal,Twilight Window,pop,joyful,0.79,127,0.79,0.76,0.26
7772,Glowing Countdown,Cobalt Brass,pop,happy,0.89,138,0.97,0.77,0.14
7773,Rising Healing,Falling Storm,soul,joyful,0.55,81,0.83,0.77,0.47
7774,True Light,Blazing Bureau,soul,nostalgic,0.54,76,0.6,0.61,0.5
7775,Ancient Chant,Spinning Sea,reggae,joyful,0.54,97,0.7,0.69,0.81
7776,Hexadecimal Flux,Chrome Shade,synthwave,confident,0.71,116,0.42,0.62,0.06
7777,Prime Festival,Dim Harmony,edm,euphoric,0.94,143,0.93,0.83,0.01
7778,Dark Wrath,Broken Assembly,metal,intense,0.98,154,0.2,0.49,0.08
7779,Endless Dance,Dusk Groove,r&b,happy,0.68,98,0.61,0.78,0.27
7780,Pure Reasoning,Floating Circuit,reggae,peaceful,0.65,98,0.91,0.79,0.51
7781,Lazy Serenade,Bold Beat,jazz,moody,0.47,85,0.77,0.6,0.66
7782,Blinding Fracture,Neon Lake,rock,confident,0.87,161,0.62,0.63,0.09
7783,Blessed Reasoning,Blazing Window,reggae,peaceful,0.48,95,0.74,0.8,0.57
7784,True Night,Wild Frequency,country,happy,0.71,118,0.83,0.62,0.68
7785,Mystic Island,Faded Sound,reggae,joyful,0.61,83,0.87,0.68,0.47
7786,Hexadecimal Vision,Changing Groove,synthwave,intense,0.56,102,0.59,0.88,0.2
7787,Metro Verse,Old Beacon,hip-hop,joyful,0.85,115,0.79,0.97,0.05
7788,Small Thought,Distant Laboratory,indie pop,romantic,0.64,124,0.91,0.69,0.25
7789,Velvet Solo,Silver Project,jazz,nostalgic,0.3,99,0.54,0.71,0.89
7790,Vibrant Pulse,Light Valley,pop,nostalgic,0.67,137,0.96,0.84,0.14
7791,Relentless Mayhem,Copper Bloom,metal,intense,0.9,184,0.41,0.5,0.02
7792,Sultry Verse,Azure Beat,jazz,relaxed,0.3,101,0.55,0.71,0.83
7793,Joyful Livity,Soaring Valley,reggae,joyful,0.56,95,0.8,0.85,0.56
7794,Crown Rhythm,Vivid Tide,hip-hop,happy,0.86,106,0.55,0.77,0.16
7795,Midnight Flow,Shifting Beat,r&b,happy,0.75,82,0.63,0.69,0.4
7796,Delta Wandering,Raw Desert,blues,nostalgic,0.38,76,0.47,0.56,0.66
7797,Fiery World,Worn Frequency,pop,confident,0.89,114,0.83,0.79,0.23
7798,Majestic Polonaise,Dawn Spark,classical,focused,0.22,55,0.48,0.15,0.94
7799,Always Rhythm,Soaring Alliance,r&b,confident,0.46,73,0.67,0.73,0.27
7800,Golden Mind,Mosaic Collective,indie pop,happy,0.58,98,0.79,0.57,0.53
7801,Pure Journey,Golden Fog,indie pop,romantic,0.72,103,0.71,0.85,0.4
7802,Deep Manifesto,Shining Reef,hip-hop,intense,0.88,109,0.82,0.87,0.2
7803,Moody Quartet,Found Collective,jazz,melancholic,0.43,99,0.84,0.45,0.76
7804,Airy Verse,Velvet Ensemble,indie pop,happy,0.64,122,0.77,0.7,0.26
7805,Cathode Sequence,Bold Keys,synthwave,moody,0.58,110,0.42,0.8,0.18
7806,Endless Shore,Floating Agency,ambient,chill,0.29,70,0.55,0.21,0.73
7807,Raging Fury,Iron Coalition,metal,intense,0.96,157,0.13,0.69,0.07
7808,Slow Session,Dark Archive,jazz,relaxed,0.28,95,0.83,0.48,0.87
7809,Moonlit Phrase,Neon Garden,jazz,moody,0.35,100,0.76,0.6,0.81
7810,Velvet Rain,Storm Foundation,r&b,confident,0.55,75,0.61,0.81,0.53
7811,Grinding Perdition,Dim Coalition,metal,intense,0.87,136,0.23,0.54,0.09
7812,Quantum Waveform,Copper Desert,synthwave,nostalgic,0.55,123,0.6,0.79,0.31
7813,Dusky Room,Free River,jazz,confident,0.64,73,0.79,0.63,0.76
7814,Tender Wonder,Smoke Silence,indie pop,romantic,0.63,93,0.88,0.77,0.34
7815,Blessed Roots,Distant Light,reggae,peaceful,0.61,81,0.91,0.87,0.8
7816,Foggy Nook,Blazing Valley,lofi,chill,0.48,72,0.69,0.67,0.83
7817,Cyber Sky,Shifting Snow,synthwave,euphoric,0.66,108,0.65,0.71,0.12
7818,Pulsing Echo,Light Mountain,pop,nostalgic,0.91,100,0.68,0.66,0.2
7819,Retro Protocol,Changing Alliance,synthwave,euphoric,0.6,93,0.6,0.77,0.15
7820,Burning Wrath,Heavy Glow,metal,intense,0.87,151,0.32,0.66,0.05
7821,Golden Grace,Free Signal,soul,romantic,0.53,94,0.8,0.74,0.65
7822,Screaming Blade,Soft Flow,rock,confident,0.92,119,0.7,0.47,0.24
7823,Steel Signal,Prism Calm,rock,angry,0.8,152,0.66,0.7,0.28
7824,Weightless Ocean,Sharp Ensemble,ambient,chill,0.37,50,0.56,0.36,0.94
7825,Good Honky-tonk,Burning River,country,romantic,0.76,80,0.59,0.58,0.82
7826,Hyper Protocol,Distant Rush,edm,happy,0.96,144,0.64,0.91,0.05
7827,Raw Crown,Storm Society,hip-hop,intense,0.89,88,0.72,0.89,0.19
7828,Mellow Interlude,Crimson Project,jazz,confident,0.61,77,0.83,0.47,0.93
7829,Open Campfire,Rust Reef,country,nostalgic,0.47,91,0.83,0.65,0.74
7830,Cool Avenue,New Valley,jazz,romantic,0.57,81,0.47,0.6,0.63
7831,Thunder Pulse,Heavy Static,rock,moody,0.89,128,0.28,0.54,0.14
7832,Empty Soul,Hollow Spark,blues,relaxed,0.51,57,0.3,0.62,0.93
7833,Bass Force,Sharp Creek,edm,euphoric,0.86,137,0.87,0.86,0.08
7834,Grand Fugue,Storm Project,classical,focused,0.14,50,0.49,0.3,0.95
7835,Wide Healing,Rust Sun,soul,happy,0.38,83,0.81,0.77,0.49
7836,Breezy Day,Golden Syndicate,indie pop,nostalgic,0.62,107,0.78,0.87,0.3
7837,Hard Flow,Chrome Collective,hip-hop,intense,0.88,88,0.78,0.73,0.08
7838,Soft Cadence,Drifting Forest,jazz,nostalgic,0.64,107,0.86,0.6,0.93
7839,Back Sky,Melting Pulse,country,joyful,0.43,88,0.63,0.71,0.58
7840,Lonesome Porch,Twilight Candle,country,joyful,0.76,108,0.73,0.79,0.55
7841,Empty Guitar,Cool Forest,blues,melancholic,0.32,88,0.35,0.62,0.87
7842,Mended Blues,Vivid Snow,soul,nostalgic,0.54,98,0.68,0.75,0.46
7843,Retro Sky,Cool Ocean,synthwave,moody,0.58,102,0.43,0.62,0.25
7844,Black Signal,Spinning Assembly,rock,moody,0.76,167,0.6,0.44,0.19
7845,Troubled Heart,Deep Circuit,blues,melancholic,0.39,95,0.16,0.41,0.9
7846,Aching Boogie,Twilight Mist,blues,relaxed,0.46,102,0.34,0.48,0.63
7847,Transparent Expanse,Stone Circuit,ambient,nostalgic,0.29,60,0.47,0.43,0.88
7848,Surge Rush,Deep Rhythm,edm,happy,0.81,142,0.95,0.91,0.02
7849,Burning Current,Dusk Collective,rock,intense,0.76,162,0.22,0.53,0.13
7850,Translucent Dawn,Dim Silence,dream pop,peaceful,0.6,97,0.58,0.71,0.44
7851,Chrome Drive,Fast Collective,synthwave,confident,0.88,107,0.47,0.67,0.15
7852,Hyper Floor,Prism Engine,edm,intense,0.99,122,0.76,0.8,0.06
7853,Pale Ocean,Sinking Creek,ambient,melancholic,0.1,45,0.49,0.42,0.76
7854,Warm Sway,Radiant Calm,soul,joyful,0.31,76,0.68,0.78,0.69
7855,Prime Rave,Indigo Ensemble,edm,intense,0.91,137,0.84,0.85,0.05
7856,Sincere Transcendence,Loud Circuit,soul,romantic,0.48,95,0.62,0.7,0.52
7857,Electric Spark,Dawn Institute,pop,confident,0.68,119,0.81,0.92,0.19
7858,Binary Matrix,Iron Assembly,synthwave,intense,0.7,94,0.56,0.86,0.17
7859,Serene Elegy,Broken Rush,classical,nostalgic,0.49,86,0.56,0.35,0.95
7860,Pixel Protocol,Drift Roots,synthwave,euphoric,0.61,129,0.62,0.77,0.14
7861,Burning Touch,Iron Keys,r&b,moody,0.63,76,0.61,0.76,0.51
7862,Soft Fire,Old River,r&b,nostalgic,0.54,85,0.63,0.8,0.6
7863,Translucent Echo,Melting River,dream pop,melancholic,0.64,77,0.5,0.46,0.63
7864,Heavy Fracture,Glowing Assembly,rock,intense,0.81,127,0.23,0.49,0.15
7865,Grand Waltz,Cobalt Wind,classical,romantic,0.15,98,0.58,0.19,0.82
7866,Lazy Improvisation,Dusk Project,jazz,relaxed,0.32,81,0.53,0.48,0.87
7867,Translucent Murmur,Quiet Wave,dream pop,romantic,0.53,110,0.58,0.49,0.54
7868,Free Awakening,Shifting Stone,soul,joyful,0.47,88,0.76,0.78,0.47
7869,Endless Haze,Changing Pond,ambient,melancholic,0.12,73,0.68,0.32,0.79
7870,Transient Haze,Deep Valley,dream pop,peaceful,0.64,72,0.52,0.72,0.48
7871,Forsaken Road,Old Sound,blues,melancholic,0.52,96,0.47,0.5,0.86
7872,Flash Pulse,Nova Harmony,edm,happy,0.94,140,0.91,0.96,0.04
7873,Authentic Redemption,Ember Storm,soul,nostalgic,0.36,98,0.68,0.62,0.7
7874,Velvet Eternity,Drift Pond,r&b,happy,0.45,98,0.91,0.71,0.52
7875,Cyber Drive,Old Pulse,synthwave,moody,0.7,104,0.65,0.69,0.13
7876,Grinding Signal,Glass Circuit,rock,confident,0.85,126,0.37,0.58,0.11
7877,Asphalt Verse,Falling Circuit,hip-hop,angry,0.92,84,0.78,0.79,0.06
7878,Noble Waltz,Amber Bureau,classical,romantic,0.44,97,0.48,0.2,0.97
7879,Troubled Wandering,Young Pond,blues,relaxed,0.45,57,0.4,0.66,0.84
7880,Cool Interlude,True Window,jazz,confident,0.42,100,0.76,0.62,0.71
7881,Breathless Tone,Open Wave,r&b,moody,0.63,108,0.6,0.88,0.34
7882,Rainy Field,Chrome Silence,blues,relaxed,0.42,91,0.55,0.47,0.71
7883,Real Flow,Golden Rhythm,hip-hop,angry,0.88,114,0.83,0.87,0.05
7884,Electric Weekend,Nova System,pop,confident,0.91,115,0.62,0.73,0.06
7885,Smoky Dusk,Changing River,lofi,relaxed,0.55,74,0.73,0.44,0.86
7886,Tropical Guidance,Glass Movement,reggae,relaxed,0.43,100,0.73,0.67,0.82
7887,Noble Variations,Frost Sky,classical,romantic,0.18,44,0.58,0.37,0.89
7888,Hologram Echo,Orbit Sky,synthwave,moody,0.89,86,0.62,0.84,0.3
7889,Fast Spark,Changing Collective,pop,joyful,0.9,107,0.86,0.67,0.36
7890,Underground Bridge,Spinning Mist,hip-hop,joyful,0.64,107,0.55,0.88,0.09
7891,Small Home,Light Society,indie pop,moody,0.86,130,0.72,0.69,0.28
7892,Rainy Bottleneck,Static Storm,blues,moody,0.41,79,0.31,0.52,0.63
7893,Wandering House,Turning Sound,blues,nostalgic,0.33,87,0.47,0.6,0.68
7894,District Code,Soft Creek,hip-hop,moody,0.86,85,0.79,0.89,0.18
7895,Glowing Haze,Bright Society,dream pop,moody,0.42,97,0.57,0.6,0.66
7896,Naked Truth,True Fire,soul,melancholic,0.54,84,0.61,0.79,0.72
7897,Vibrant Summer,Old Ocean,pop,euphoric,0.93,124,0.82,0.66,0.16
7898,Dark Annihilation,Sharp Rush,metal,angry,0.86,153,0.29,0.37,0.06
7899,Sparkling Vibe,Echo Agency,pop,euphoric,0.95,128,0.86,0.81,0.11
7900,Metro Chronicle,Burning Alliance,hip-hop,joyful,0.85,81,0.56,0.95,0.16
7901,Free City,Hollow Reef,pop,joyful,0.89,103,0.86,0.89,0.07
7902,Golden Vision,Bright Current,soul,joyful,0.53,72,0.81,0.56,0.73
7903,Chrome Waveform,Velvet Syndicate,synthwave,confident,0.91,89,0.52,0.69,0.24
7904,Hollow Nook,Free Assembly,lofi,nostalgic,0.31,68,0.67,0.47,0.8
7905,Small Adventure,Pulse Frost,indie pop,melancholic,0.85,101,0.71,0.72,0.52
7906,Ancient Flow,Slow Ocean,reggae,relaxed,0.56,90,0.93,0.69,0.44
7907,Floating Twilight,Hollow Star,dream pop,peaceful,0.46,84,0.47,0.69,0.66
7908,Troubled Soul,Distant Harmony,blues,relaxed,0.51,78,0.54,0.51,0.67
7909,Sunset Pickup,Raw Light,country,nostalgic,0.39,115,0.66,0.59,0.66
7910,Golden Morning,Twilight Frost,indie pop,joyful,0.67,119,0.6,0.67,0.28
7911,Sunrise Pulse,Chrome Signal,pop,nostalgic,0.76,105,0.96,0.82,0.37
7912,Dark Tears,Midnight Sound,blues,melancholic,0.51,59,0.55,0.5,0.8
7913,Flowing Wind,Hollow Harmony,reggae,peaceful,0.68,81,0.91,0.71,0.63
7914,Naked Cry,Storm Institute,soul,romantic,0.62,62,0.79,0.6,0.46
7915,Pastoral Sonata,Soaring Rhythm,classical,focused,0.11,71,0.79,0.11,0.97
7916,Roaring Override,Falling Assembly,rock,angry,0.96,158,0.62,0.44,0.14
7917,Digital Reception,Paper Harmony,synthwave,euphoric,0.75,93,0.67,0.63,0.28
7918,Jagged Thunder,Wild Light,rock,moody,0.85,134,0.69,0.57,0.22
7919,Shadow Blade,Raw Storm,metal,confident,0.88,152,0.28,0.47,0.06
7920,Prairie Summer,Dim Pond,country,romantic,0.69,120,0.81,0.69,0.67
7921,Analog Storm,Mosaic Project,synthwave,intense,0.8,102,0.59,0.86,0.1
7922,Reckless Manifesto,Copper Frequency,rock,moody,0.94,147,0.4,0.57,0.27
7923,Pale Horizon,Velvet Fog,ambient,nostalgic,0.09,63,0.61,0.26,0.84
7924,Late Notepad,Amber Melody,lofi,melancholic,0.52,74,0.66,0.67,0.9
7925,Snarling Fire,Zenith Beat,rock,moody,0.92,154,0.33,0.61,0.27
7926,Velvet Moon,Orbit River,dream pop,peaceful,0.34,99,0.64,0.6,0.72
7927,Rising Heart,Falling Cloud,soul,moody,0.48,107,0.77,0.68,0.66
7928,Moody Room,Glass Current,jazz,confident,0.52,72,0.47,0.49,0.64
7929,Diaphanous Specter,Soft Collective,dream pop,peaceful,0.33,97,0.55,0.73,0.41
7930,Plasma Oscillation,Wide Circuit,synthwave,euphoric,0.55,99,0.43,0.65,0.25
7931,Longing Transcendence,Loud Syndicate,soul,nostalgic,0.53,67,0.55,0.72,0.4
7932,Yearning Cry,Bound Sun,soul,nostalgic,0.52,99,0.73,0.69,0.57
7933,Free Nation,Velvet Calm,reggae,relaxed,0.71,71,0.81,0.92,0.48
7934,Silk Tenderness,Sinking Lake,r&b,nostalgic,0.65,96,0.89,0.66,0.45
7935,Dreamy Horizon,Azure Stone,dream pop,nostalgic,0.59,94,0.81,0.54,0.7
7936,Gold Town,Pulse Drift,country,romantic,0.54,85,0.75,0.75,0.51
7937,Blood Chaos,Haze Wave,metal,intense,0.86,174,0.22,0.63,0.05
7938,Slow Notepad,Bright Alliance,lofi,relaxed,0.51,93,0.62,0.46,0.8
7939,Quiet Serenade,Sinking Desert,jazz,romantic,0.31,110,0.53,0.58,0.74
7940,Silk Promise,Shining Network,r&b,romantic,0.45,80,0.75,0.78,0.56
7941,Smoldering Storm,Spinning Movement,rock,angry,0.87,164,0.53,0.7,0.06
7942,Sweet Gospel,Distant Bloom,soul,moody,0.65,91,0.58,0.53,0.58
7943,Tropical Beat,Deep Tower,reggae,joyful,0.7,80,0.86,0.72,0.41
7944,Flowing Nocturne,Bold Stone,classical,nostalgic,0.32,85,0.55,0.11,0.92
7945,Translucent Petal,Spinning Sun,dream pop,melancholic,0.72,110,0.46,0.73,0.33
7946,Infernal Fist,Twilight Reef,metal,intense,0.89,177,0.15,0.43,0.06
7947,Golden Freedom,Glass Society,reggae,peaceful,0.69,93,0.76,0.75,0.66
7948,District Game,Free Star,hip-hop,angry,0.91,98,0.73,0.91,0.15
7949,Cathode Vision,Wild Groove,synthwave,euphoric,0.67,90,0.52,0.72,0.07
7950,Turbo Compression,Dawn Ensemble,edm,intense,0.9,154,0.9,0.88,0.01
7951,Brilliant Voltage,Haze Moon,pop,nostalgic,0.96,133,0.78,0.69,0.1
7952,Fading Vision,Soaring Alliance,dream pop,peaceful,0.44,73,0.8,0.74,0.52
7953,Quiet Chapter,Rust Brook,indie pop,moody,0.66,97,0.68,0.8,0.16
7954,Rainy Wail,Lost Mist,blues,relaxed,0.4,56,0.28,0.47,0.71
7955,Asphalt Life,Pure Pond,hip-hop,happy,0.93,105,0.71,0.73,0.17
7956,Capacitor Synthesizer,Shifting Current,synthwave,euphoric,0.75,123,0.64,0.85,0.18
7957,Small Room,Dim Frequency,indie pop,happy,0.61,113,0.85,0.57,0.31
7958,Building Life,Falling Shadow,hip-hop,angry,0.63,106,0.64,0.79,0.14
7959,Simply Love,Shifting Network,r&b,romantic,0.62,84,0.78,0.83,0.61
7960,Underground Bounce,Sharp Spark,hip-hop,happy,0.91,106,0.67,0.98,0.2
7961,Distant Memory,Changing Syndicate,dream pop,peaceful,0.62,103,0.81,0.46,0.52
7962,Silent Interval,Iron Rhythm,ambient,peaceful,0.08,57,0.46,0.44,0.88
7963,Blood Abyss,Golden Sky,metal,intense,0.86,144,0.32,0.43,0.06
7964,Vector Sequence,Bright Wind,synthwave,euphoric,0.83,126,0.63,0.63,0.16
7965,Sweet Sky,Bare Chorus,country,happy,0.74,103,0.63,0.76,0.58
7966,Submerged Stasis,Golden Window,ambient,peaceful,0.37,66,0.53,0.4,0.97
7967,Small Verse,Frozen Network,indie pop,joyful,0.52,120,0.67,0.83,0.36
7968,Wintry Rondo,Azure Rhythm,classical,melancholic,0.21,88,0.74,0.17,0.81
7969,Hushed Window,Dawn Beacon,lofi,chill,0.26,79,0.41,0.72,0.87
7970,Atomic Surge,Shining Ocean,edm,intense,0.81,133,0.75,0.95,0.1
7971,Endless Intimacy,Worn Rhythm,r&b,romantic,0.52,95,0.66,0.69,0.36
7972,Fragile Wave,Bright Rhythm,dream pop,peaceful,0.5,107,0.62,0.49,0.62
7973,Shattered Manifesto,Copper Wind,rock,confident,0.78,159,0.58,0.72,0.07
7974,Pulsing Summer,Melting Pond,pop,happy,0.69,114,0.96,0.92,0.36
7975,Rising Sun,Worn Bridge,reggae,peaceful,0.62,80,0.71,0.83,0.42
7976,Velvet Impression,Spinning Roots,dream pop,moody,0.58,91,0.71,0.7,0.41
7977,Pale Current,Crimson Bureau,ambient,peaceful,0.28,66,0.66,0.38,0.94
7978,Reckless Pulse,Cool Foundation,rock,intense,0.87,146,0.38,0.45,0.09
7979,Wistful Twilight,Shifting Initiative,dream pop,romantic,0.67,82,0.48,0.66,0.65
7980,Infinite Space,Gentle Brook,ambient,melancholic,0.11,72,0.7,0.21,0.86
7981,Bone Hammer,Bold Division,metal,angry,0.89,158,0.13,0.65,0.06
7982,Rusted Bridge,Pale Syndicate,rock,moody,0.75,158,0.57,0.51,0.05
7983,Solemn Impromptu,Floating Sky,classical,nostalgic,0.32,100,0.54,0.28,0.92
7984,Steel Assault,Silent Agency,metal,intense,0.96,179,0.26,0.71,0.03
7985,Dark Fury,Heavy Current,metal,confident,0.91,165,0.32,0.6,0.04
7986,Whispered Apparition,Mosaic Society,dream pop,melancholic,0.32,72,0.75,0.6,0.68
7987,Grinding Corridor,Lunar System,rock,angry,0.85,155,0.43,0.71,0.1
7988,Deep Wandering,Fast Strings,blues,relaxed,0.21,64,0.21,0.37,0.83
7989,Peaceful Minuet,Dark Mountain,classical,romantic,0.42,88,0.62,0.3,0.85
7990,Core Explosion,Cobalt Voltage,edm,confident,0.91,127,0.86,0.93,0.03
7991,Amber Passage,Vivid Engine,jazz,nostalgic,0.31,118,0.74,0.44,0.86
7992,Violent Chain,Found Engine,metal,angry,0.86,163,0.36,0.61,0.07
7993,Smoky Lullaby,Ash Sky,jazz,nostalgic,0.35,102,0.85,0.64,0.8
7994,Golden Basement,Golden Tide,lofi,relaxed,0.36,85,0.61,0.43,0.69
7995,Old Train,Silent Surge,blues,relaxed,0.51,80,0.49,0.66,0.86
7996,Crown Sound,Neon Syndicate,hip-hop,intense,0.72,117,0.51,0.96,0.13
7997,Open Flow,Rising Bridge,ambient,nostalgic,0.25,57,0.48,0.21,0.75
7998,Morning Impromptu,Solar Shadow,classical,peaceful,0.48,104,0.71,0.33,0.94
7999,Glowing Breath,Twilight Flow,dream pop,nostalgic,0.66,116,0.61,0.56,0.32
8000,Positive Beat,Fast Snow,reggae,peaceful,0.47,71,0.8,0.82,0.44
8001,Whispered Horizon,Copper Sound,dream pop,nostalgic,0.42,102,0.68,0.71,0.47
8002,Midnight Passion,Bold Brook,r&b,nostalgic,0.45,90,0.79,0.66,0.38
8003,Roaring Mountain,Slow Fire,rock,intense,0.85,124,0.46,0.56,0.16
8004,Pale Frequency,Fast Bloom,ambient,chill,0.12,72,0.51,0.29,0.75
8005,Solemn Barcarolle,Heavy Bloom,classical,focused,0.29,48,0.57,0.1,0.88
8006,Rising Desire,Warm Glow,r&b,moody,0.53,77,0.7,0.75,0.38
8007,Grinding Sky,Heavy Network,rock,confident,0.81,122,0.45,0.75,0.27
8008,Happy Sound,Worn Foundation,indie pop,happy,0.6,94,0.84,0.75,0.33
8009,Concrete Drop,Calm Collective,hip-hop,angry,0.69,117,0.49,0.74,0.12
8010,Simple Dream,Iron River,indie pop,melancholic,0.86,118,0.87,0.59,0.5
8011,Rising Forever,Orbit Forest,r&b,joyful,0.49,83,0.63,0.82,0.6
8012,Electric Oscillator,Ember Melody,synthwave,moody,0.62,100,0.41,0.79,0.15
8013,Soft Harmony,Loud Strings,r&b,romantic,0.58,99,0.77,0.74,0.36
8014,Late Hour,Quiet Drift,jazz,relaxed,0.54,76,0.79,0.68,0.9
8015,Tempestuous Rhapsody,Copper Wind,classical,focused,0.25,48,0.67,0.35,0.8
8016,Drifting Silence,Neon Project,ambient,melancholic,0.11,72,0.64,0.37,0.73
8017,Dreaming Intermezzo,Quiet Roots,classical,romantic,0.12,87,0.5,0.25,0.92
8018,Mystic Flow,Faded Fire,reggae,joyful,0.59,101,0.75,0.75,0.53
8019,Always Forever,New Pulse,r&b,nostalgic,0.63,76,0.63,0.84,0.33
8020,Clean Thought,Worn Creek,indie pop,nostalgic,0.6,112,0.86,0.84,0.57
8021,Faint Garden,Deep Circuit,dream pop,romantic,0.4,95,0.52,0.69,0.57
8022,Rising Dance,Stone River,r&b,nostalgic,0.8,76,0.75,0.88,0.4
8023,Pixel Sequence,Velvet Alliance,synthwave,intense,0.78,90,0.7,0.74,0.23
8024,Hushed Afternoon,Iron Frequency,lofi,melancholic,0.38,94,0.65,0.49,0.64
8025,Void Perdition,Velvet Snow,metal,intense,0.95,175,0.27,0.52,0.05
8026,Whole River,Young Calm,soul,romantic,0.31,66,0.78,0.72,0.6
8027,Dark Ruin,True Project,metal,angry,0.87,138,0.41,0.56,0.06
8028,Aching Shuffle,Glass Engine,blues,moody,0.33,70,0.31,0.38,0.86
8029,West Grind,Pure Movement,hip-hop,confident,0.68,109,0.63,0.95,0.05
8030,Open Fog,Still Wind,ambient,nostalgic,0.17,69,0.66,0.43,0.94
8031,Hollow Tailgate,Prism Snow,country,nostalgic,0.48,98,0.84,0.77,0.74
8032,Always Song,Burning Garden,r&b,confident,0.42,103,0.83,0.63,0.45
8033,Dim Drift,Glowing Noise,lofi,relaxed,0.27,77,0.73,0.66,0.77
8034,Celestial Cascade,Bright Machine,ambient,melancholic,0.22,76,0.67,0.43,0.83
8035,Burning Wave,Dawn Wave,r&b,moody,0.78,81,0.79,0.71,0.32
8036,Delicate Prelude,Burning Brass,classical,nostalgic,0.2,71,0.79,0.26,0.84
8037,Natural Culture,Iron Brass,reggae,happy,0.59,87,0.93,0.67,0.65
8038,Ephemeral Dawn,Cool Cloud,dream pop,peaceful,0.48,83,0.74,0.68,0.42
8039,Broken Tower,Orbit Tower,rock,intense,0.8,135,0.48,0.42,0.08
8040,Broken Transcendence,Still Surge,soul,nostalgic,0.33,82,0.8,0.52,0.53
8041,Breezy Lounge,Warm Harmony,jazz,melancholic,0.41,81,0.7,0.53,0.87
8042,Rolling Sun,Mellow Foundation,country,romantic,0.46,116,0.62,0.66,0.57
8043,Velvet Lamp,Melting Shadow,lofi,focused,0.34,94,0.48,0.71,0.68
8044,Shadow Inferno,Quiet Flow,metal,angry,0.98,141,0.34,0.66,0.02
8045,Eternal Boundary,Nova Fog,ambient,relaxed,0.35,76,0.59,0.45,0.94
8046,Pixel Storm,Hollow Silence,synthwave,euphoric,0.78,100,0.72,0.67,0.22
8047,Sunset Dance,Zenith Shore,country,joyful,0.36,121,0.74,0.75,0.88
8048,Golden Page,Changing Bloom,lofi,nostalgic,0.48,68,0.55,0.41,0.8
8049,Hollow Dream,Vivid Voltage,country,nostalgic,0.47,121,0.91,0.53,0.6
8050,Peak Oscillation,Zenith Creek,edm,euphoric,0.81,157,0.94,0.88,0.08
8051,Chrome Modulation,Falling Lantern,synthwave,nostalgic,0.85,127,0.51,0.6,0.18
